CMDLINE /dlabscratch1/rak/conda/envs/gcd/bin/python examples/generate_geo_query.py --device cpu
MEM 3.230469 1710861869.9744
MEM 14.582031 1710861870.0748
MEM 21.179688 1710861870.1752
MEM 23.390625 1710861870.2757
MEM 23.390625 1710861870.3761
MEM 59.601562 1710861870.4767
MEM 166.835938 1710861870.5772
MEM 204.738281 1710861870.6777
MEM 218.804688 1710861870.7782
MEM 234.882812 1710861870.8787
MEM 268.628906 1710861870.9792
MEM 278.640625 1710861871.0797
MEM 296.417969 1710861871.1801
MEM 306.687500 1710861871.2806
MEM 311.437500 1710861871.3811
MEM 315.152344 1710861871.4815
MEM 317.660156 1710861871.5820
MEM 320.843750 1710861871.6825
MEM 322.683594 1710861871.7830
MEM 323.621094 1710861871.8834
MEM 326.710938 1710861871.9839
MEM 329.437500 1710861872.0844
MEM 331.421875 1710861872.1849
MEM 334.316406 1710861872.2853
MEM 336.816406 1710861872.3858
MEM 340.714844 1710861872.4863
MEM 345.058594 1710861872.5868
MEM 349.718750 1710861872.6872
MEM 352.140625 1710861872.7877
MEM 353.421875 1710861872.8882
MEM 355.117188 1710861872.9887
MEM 356.031250 1710861873.0892
MEM 357.257812 1710861873.1896
MEM 357.257812 1710861873.2901
MEM 357.527344 1710861873.3905
MEM 357.527344 1710861873.4911
MEM 362.496094 1710861873.5916
MEM 362.753906 1710861873.6920
MEM 362.894531 1710861873.7925
MEM 364.835938 1710861873.8930
MEM 380.898438 1710861873.9935
MEM 383.015625 1710861874.0940
MEM 383.796875 1710861874.1944
MEM 443.328125 1710861874.2949
MEM 1006.906250 1710861874.3953
MEM 1620.429688 1710861874.4959
MEM 1923.101562 1710861874.5962
MEM 2828.535156 1710861874.6967
MEM 4920.824219 1710861874.7972
MEM 7019.851562 1710861874.8977
MEM 8937.941406 1710861874.9982
MEM 10825.316406 1710861875.0993
MEM 12741.882812 1710861875.1997
MEM 14488.597656 1710861875.3003
MEM 16088.722656 1710861875.4008
MEM 17686.949219 1710861875.5014
MEM 19191.187500 1710861875.6019
MEM 20718.027344 1710861875.7023
MEM 22115.835938 1710861875.8029
MEM 23551.691406 1710861875.9033
MEM 24872.261719 1710861876.0039
MEM 26205.347656 1710861876.1044
MEM 27484.800781 1710861876.2050
MEM 28765.054688 1710861876.3055
MEM 30019.574219 1710861876.4061
MEM 27689.113281 1710861876.5065
MEM 23837.113281 1710861876.6069
MEM 20883.113281 1710861876.7072
MEM 21163.828125 1710861876.8077
MEM 22401.394531 1710861876.9083
MEM 23637.660156 1710861877.0088
MEM 24878.070312 1710861877.1094
MEM 26115.535156 1710861877.2099
MEM 27361.593750 1710861877.3105
MEM 28604.667969 1710861877.4110
MEM 29846.953125 1710861877.5116
MEM 31071.617188 1710861877.6121
MEM 32312.410156 1710861877.7127
MEM 33566.839844 1710861877.8133
MEM 31943.054688 1710861877.9137
MEM 29542.980469 1710861878.0140
MEM 29543.246094 1710861878.1144
MEM 29561.710938 1710861878.2147
MEM 29565.652344 1710861878.3151
MEM 29574.574219 1710861878.4154
MEM 29575.605469 1710861878.5158
MEM 29580.367188 1710861878.6161
MEM 29590.542969 1710861878.7166
MEM 29590.628906 1710861878.8171
MEM 29590.628906 1710861878.9177
MEM 29590.628906 1710861879.0182
MEM 29590.628906 1710861879.1187
MEM 29590.628906 1710861879.2193
MEM 29590.628906 1710861879.3199
MEM 29590.628906 1710861879.4204
MEM 29590.628906 1710861879.5211
MEM 29590.628906 1710861879.6216
MEM 29590.628906 1710861879.7222
MEM 29590.628906 1710861879.8226
MEM 29590.628906 1710861879.9231
MEM 29590.628906 1710861880.0237
MEM 29590.628906 1710861880.1242
MEM 29590.628906 1710861880.2247
MEM 29590.628906 1710861880.3253
MEM 29590.628906 1710861880.4258
MEM 29590.628906 1710861880.5263
MEM 29590.628906 1710861880.6268
MEM 29590.628906 1710861880.7274
MEM 29590.628906 1710861880.8278
MEM 29590.628906 1710861880.9285
MEM 29590.628906 1710861881.0290
MEM 29590.628906 1710861881.1295
MEM 29591.640625 1710861881.2300
MEM 29591.640625 1710861881.3309
MEM 29591.640625 1710861881.4314
MEM 29591.640625 1710861881.5323
MEM 29591.640625 1710861881.6328
MEM 29591.644531 1710861881.7333
MEM 29591.726562 1710861881.8338
MEM 29591.726562 1710861881.9343
MEM 29591.726562 1710861882.0347
MEM 29591.726562 1710861882.1352
MEM 29591.726562 1710861882.2359
MEM 29591.726562 1710861882.3369
MEM 29591.726562 1710861882.4380
MEM 29591.726562 1710861882.5385
MEM 29591.726562 1710861882.6396
MEM 29591.726562 1710861882.7401
MEM 29591.726562 1710861882.8406
MEM 29591.726562 1710861882.9417
MEM 29591.726562 1710861883.0422
MEM 29591.726562 1710861883.1430
MEM 29591.726562 1710861883.2435
MEM 29591.726562 1710861883.3447
MEM 29591.726562 1710861883.4453
MEM 29591.726562 1710861883.5458
MEM 29591.726562 1710861883.6469
MEM 29591.726562 1710861883.7481
MEM 29591.726562 1710861883.8486
MEM 29591.726562 1710861883.9497
MEM 29591.726562 1710861884.0503
MEM 29591.726562 1710861884.1507
MEM 29591.726562 1710861884.2512
MEM 29591.726562 1710861884.3518
MEM 29591.726562 1710861884.4525
MEM 29591.726562 1710861884.5531
MEM 29591.726562 1710861884.6536
MEM 29591.726562 1710861884.7545
MEM 29591.726562 1710861884.8550
MEM 29591.726562 1710861884.9555
MEM 29591.726562 1710861885.0559
MEM 29591.726562 1710861885.1571
MEM 29591.726562 1710861885.2578
MEM 29591.726562 1710861885.3583
MEM 29591.726562 1710861885.4590
MEM 29591.726562 1710861885.5601
MEM 29591.726562 1710861885.6613
MEM 29591.726562 1710861885.7624
MEM 29591.726562 1710861885.8630
MEM 29591.726562 1710861885.9634
MEM 29591.726562 1710861886.0638
